Selection	Association Name	Association Type	Significance
Membrane Protein	RSR1 protein, S cerevisiae	Chemical	0.0211
Membrane Protein	CitS protein, bacteria	Chemical	0.0211
Membrane Protein	Laemmli buffer	Chemical	0.0211
Membrane Protein	prepromelittin	Chemical	0.0211
Membrane Protein	1,8-I-AEDANS	Chemical	0.0211
Membrane Protein	chrysobactin	Chemical	0.0211
Membrane Protein	6-keto-prostaglandin F2alpha	Chemical	0.0211
Membrane Protein	estrogen receptor alpha, human	Chemical	0.0212
Membrane Protein	protein kinase N	Chemical	0.0212
Membrane Protein	Antigens, CD98 Light Chains	Chemical	0.0212
Membrane Protein	benzyloxycarbonyl-isoleucyl-glutamyl-threonyl-aspartic acid fluoromethyl ketone	Chemical	0.0212
Membrane Protein	CLEC-2 protein, mouse	Chemical	0.0212
Membrane Protein	AMER1 protein, human	Chemical	0.0212
Membrane Protein	peptidylamidoglycolate lyase	Chemical	0.0212
Membrane Protein	PepT1 protein	Chemical	0.0212
Membrane Protein	BMH2 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	dimethyl pimelimidate	Chemical	0.0212
Membrane Protein	ubiquinone 6	Chemical	0.0212
Membrane Protein	adhesin A, Helicobacter	Chemical	0.0212
Membrane Protein	apogossypolone	Chemical	0.0212
Membrane Protein	Glucosamine 6-Phosphate N-Acetyltransferase	Chemical	0.0212
Membrane Protein	glucosylasparagine	Chemical	0.0212
Membrane Protein	CGA 140408	Chemical	0.0212
Membrane Protein	phthalimidophthalimide	Chemical	0.0212
Membrane Protein	25-fluorocholesterol	Chemical	0.0212
Membrane Protein	WF 11899A	Chemical	0.0212
Membrane Protein	benzyloxycarbonyl-phenylalanyl-lysyl-2,4,6-trimethylbenzoyloxymethyl ketone	Chemical	0.0212
Membrane Protein	BMS 186511	Chemical	0.0212
Membrane Protein	2-diazo-3,3,3-trifluoropropionyloxy-farnesyl diphosphate	Chemical	0.0212
Membrane Protein	1-palmitoyl-2-(6,7-dibromostearoyl)phosphatidylcholine	Chemical	0.0212
Membrane Protein	4'-maleimido-4-((1-oxyl-2,2,5,5-tetramethyl-3-maleimidyl)carbonylamino)dihydrostilbene-2,2'-disulfonate	Chemical	0.0212
Membrane Protein	N-tert-butyloxycarbonyl-aspartyl (benzyl)chloromethylketone	Chemical	0.0212
Membrane Protein	GL 522-Y-1	Chemical	0.0212
Membrane Protein	2-acetamido-2-deoxy-4-O-(beta-2-acetamid-2-deoxyglucopyranosyl)glucopyranose	Chemical	0.0212
Membrane Protein	CP 191166	Chemical	0.0212
Membrane Protein	4-(n-dodecylthiomethyl)-7-(N,N-dimethylamino)coumarin	Chemical	0.0212
Membrane Protein	BMS 180680	Chemical	0.0212
Membrane Protein	1,2-dihydro-2-ethyl-2-phenyl-3H-indole-3-phenylimino-1-oxyl	Chemical	0.0212
Membrane Protein	NNC 05-2045	Chemical	0.0212
Membrane Protein	TTA 386	Chemical	0.0212
Membrane Protein	5-nitro-1,2-bis(2-aminophenoxy)ethane-N,N,N'N'-tetraacetic acid	Chemical	0.0212
Membrane Protein	2-methoxy-5-(2',4'-dimethoxyphenyl)-2,4,6-cycloheptatrien-1-one	Chemical	0.0212
Membrane Protein	FR 131535	Chemical	0.0212
Membrane Protein	B 975	Chemical	0.0212
Membrane Protein	1,2-di5-(N-oxyl-4'',4''-dimethyloxazolodine)stearoyl-sn-glycero-3-phosphorylcholine	Chemical	0.0212
Membrane Protein	BAL 9504	Chemical	0.0212
Membrane Protein	glutaminyl-pyroglutamyl-glutamyl-proline amide	Chemical	0.0212
Membrane Protein	lysyl-lysyl-valyl-valyl--phenylalanyl-lysyl-valyl-lysyl-phenylalanyl-lysyl-lysinamide	Chemical	0.0212
Membrane Protein	N-(4,4-difluoro-5,7-dimethyl-4--bora-3a,4a-diaza-s-indacene-3-pentanoyl)sphingosine	Chemical	0.0212
Membrane Protein	4,10-dichloropyrido(5,6:4,5)thieno(3,2-d')-1,2,3-ditriazine	Chemical	0.0212
Membrane Protein	ISIS 9388	Chemical	0.0212
Membrane Protein	FOG7 chemotactic	Chemical	0.0212
Membrane Protein	neodysidenin	Chemical	0.0212
Membrane Protein	5,15-bis(N-(Kemp's triacid imido)-2-tolyl)-2,8,12,18-tetraethyl-3,7,13,17-tetramethylporphyrin	Chemical	0.0212
Membrane Protein	1,3,5-triamino-2,4,6-trihydroxycyclohexane	Chemical	0.0212
Membrane Protein	5'-deoxy-5'-(hydroxyethylthio)adenosine	Chemical	0.0212
Membrane Protein	enterophilin-1	Chemical	0.0212
Membrane Protein	Scavenger Receptors, Class D	Chemical	0.0212
Membrane Protein	2-amino-3-benzyl-5-(p-hydroxyphenyl)pyrazine	Chemical	0.0212
Membrane Protein	S14-95	Chemical	0.0212
Membrane Protein	(N-propargyl-(3R) and (3S) aminoindan-5-yl)-ethyl methyl carbamate	Chemical	0.0212
Membrane Protein	vedrenan	Chemical	0.0212
Membrane Protein	gallacetophenone	Chemical	0.0212
Membrane Protein	indomethacin phenethylamide	Chemical	0.0212
Membrane Protein	1-palmitoyl-2-hydroxy-sn-glycero-3-(phospho-RAC-(1-glycerol))	Chemical	0.0212
Membrane Protein	2-azasqualene	Chemical	0.0212
Membrane Protein	MDA-BF-1, human	Chemical	0.0212
Membrane Protein	2-amino-3-(2-amino-2-carboxyethylsulfanyl-mercuricsulfanyl)-propionic acid	Chemical	0.0212
Membrane Protein	cervimycin C	Chemical	0.0212
Membrane Protein	1-O-phytanyl-beta-D-xyloside	Chemical	0.0212
Membrane Protein	caloxin 1A1	Chemical	0.0212
Membrane Protein	MCS-C2	Chemical	0.0212
Membrane Protein	DHP-014	Chemical	0.0212
Membrane Protein	o-nitrophenylegtazic acid acetoxymethyl ester	Chemical	0.0212
Membrane Protein	tumor endothelial cell marker 7, mouse	Chemical	0.0212
Membrane Protein	Pf12 antigen, Plasmodium falciparum	Chemical	0.0212
Membrane Protein	serpin A1 (A1-C26), human	Chemical	0.0212
Membrane Protein	Red-1c compound	Chemical	0.0212
Membrane Protein	poly(1-tetradecene-alt-maleic acid)	Chemical	0.0212
Membrane Protein	2-amino-3-(5-(dimethylamino)naphthalene-1-sulfonamide)propanoic acid	Chemical	0.0212
Membrane Protein	tryptophyl-glutamyl-histidyl-aspartic acid	Chemical	0.0212
Membrane Protein	geodiamolide H	Chemical	0.0212
Membrane Protein	1,2-dioctanoyl-sn-glycero-3-phosphoserine	Chemical	0.0212
Membrane Protein	12-oleanene-3beta,6alpha-diol	Chemical	0.0212
Membrane Protein	ITAC peptide	Chemical	0.0212
Membrane Protein	niuhuang qingwei	Chemical	0.0212
Membrane Protein	4-t-butylphenyl-N-(4-imidazol-1-ylphenyl)sulfonamide	Chemical	0.0212
Membrane Protein	peptide NY-ESO-1 157-170	Chemical	0.0212
Membrane Protein	chi-shie-shuang-bu-an-shen-tang	Chemical	0.0212
Membrane Protein	CHP-HER2 vaccine	Chemical	0.0212
Membrane Protein	ornicorrugatin	Chemical	0.0212
Membrane Protein	acid-labile subunit, Drosophila	Chemical	0.0212
Membrane Protein	11-ferrocenylundecyltrimethylammonium bromide	Chemical	0.0212
Membrane Protein	5-fluoro-1-(3'-dimethylamino)propyl-indolin-2-one	Chemical	0.0212
Membrane Protein	3,3'-(2,7-dioxaoctane)bis(1-decylpyridinium)	Chemical	0.0212
Membrane Protein	boehmerin	Chemical	0.0212
Membrane Protein	lambdap26 protein, Bacteriophage lambda	Chemical	0.0212
Membrane Protein	DNA synaptase	Chemical	0.0212
Membrane Protein	feto-specific proteins	Chemical	0.0212
Membrane Protein	platelet's adhering protein, Bos taurus	Chemical	0.0212
Membrane Protein	cholic acid receptor	Chemical	0.0212
Membrane Protein	cholera lectin	Chemical	0.0212
Membrane Protein	UDPglucose hydrolase	Chemical	0.0212
Membrane Protein	Mycoplasma pneumoniae receptor	Chemical	0.0212
Membrane Protein	L-ascorbate--cytochrome-b5 reductase	Chemical	0.0212
Membrane Protein	lens intrinsic protein MIP 21	Chemical	0.0212
Membrane Protein	C9RP protein, human	Chemical	0.0212
Membrane Protein	maleylalbumin receptor	Chemical	0.0212
Membrane Protein	surface protein G, Paramecium	Chemical	0.0212
Membrane Protein	growth-associated retinal protein 48	Chemical	0.0212
Membrane Protein	isoquinoline receptor	Chemical	0.0212
Membrane Protein	antithrombin III Dublin	Chemical	0.0212
Membrane Protein	NAD-cysteine ADP-ribosyltransferase	Chemical	0.0212
Membrane Protein	STF1 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	cerastobin	Chemical	0.0212
Membrane Protein	psbK protein, cyanobacteria	Chemical	0.0212
Membrane Protein	Sta58 protein, Orientia tsutsugamushi	Chemical	0.0212
Membrane Protein	endodeoxyribonuclease EcoNI	Chemical	0.0212
Membrane Protein	ES20 protein, Lumbricus terrestris	Chemical	0.0212
Membrane Protein	livG protein, E coli	Chemical	0.0212
Membrane Protein	PET123 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	TraU protein, E coli	Chemical	0.0212
Membrane Protein	apocytochrome c550, Paracoccus denitrificans	Chemical	0.0212
Membrane Protein	nadI protein, Salmonella typhimurium	Chemical	0.0212
Membrane Protein	transducin GTP phosphohydrolase	Chemical	0.0212
Membrane Protein	4-coumaroyl-D-glucose hydroxylase	Chemical	0.0212
Membrane Protein	proton pump polypeptide 116K	Chemical	0.0212
Membrane Protein	MRPL25 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	complement C2, C allele protein	Chemical	0.0212
Membrane Protein	FEV1 lipopolysaccharide	Chemical	0.0212
Membrane Protein	CotT protein, Bacillus subtilis	Chemical	0.0212
Membrane Protein	TI 1 protein, Mustela vison	Chemical	0.0212
Membrane Protein	merozoite surface antigen p58, Babesia	Chemical	0.0212
Membrane Protein	SSP120 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	araJ protein, E coli	Chemical	0.0212
Membrane Protein	sperm-activating peptide 1	Chemical	0.0212
Membrane Protein	ABP-50 protein, Dictyostelium	Chemical	0.0212
Membrane Protein	pantoyl lactone dehydrogenase	Chemical	0.0212
Membrane Protein	acyl CoA-phospholipid acyltransferase	Chemical	0.0212
Membrane Protein	Pf39 protein, Plasmodium falciparum	Chemical	0.0212
Membrane Protein	dinH protein, E coli	Chemical	0.0212
Membrane Protein	hupF protein, Rhizobiales	Chemical	0.0212
Membrane Protein	RPL9 protein, Arabidopsis	Chemical	0.0212
Membrane Protein	BAK4 protein, Bos taurus	Chemical	0.0212
Membrane Protein	neurite outgrowth factor receptor	Chemical	0.0212
Membrane Protein	gltT protein, Bacillus stearothermophilus	Chemical	0.0212
Membrane Protein	HLHm3 protein, Drosophila	Chemical	0.0212
Membrane Protein	HLHmb protein, Drosophila	Chemical	0.0212
Membrane Protein	GLORF-C4 protein, Giardia lamblia	Chemical	0.0212
Membrane Protein	vaccinia surface antigen	Chemical	0.0212
Membrane Protein	Trg-31 protein, Pisum sativum	Chemical	0.0212
Membrane Protein	FlaN protein, Caulobacter crescentus	Chemical	0.0212
Membrane Protein	kapB protein, Bacillus subtilis	Chemical	0.0212
Membrane Protein	Drop-1 protein, Drosophila	Chemical	0.0212
Membrane Protein	MocA protein, Bacteroides fragilis	Chemical	0.0212
Membrane Protein	HX antigen	Chemical	0.0212
Membrane Protein	EpiA protein, Staphylococcus epidermidis	Chemical	0.0212
Membrane Protein	multidrug resistance protein 50, Drosophila	Chemical	0.0212
Membrane Protein	PrtB protein, Erwinia chrysanthemi	Chemical	0.0212
Membrane Protein	PfrA protein, Pseudomonas putida	Chemical	0.0212
Membrane Protein	glycoprotein 6b, coronavirus	Chemical	0.0212
Membrane Protein	algF protein, Pseudomonas aeruginosa	Chemical	0.0212
Membrane Protein	auxin regulated proteins, Vigna radiata	Chemical	0.0212
Membrane Protein	ORF522 protein, Helianthus annuus	Chemical	0.0212
Membrane Protein	PrtG metalloprotease	Chemical	0.0212
Membrane Protein	MDL2 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	EppA protein, Borrelia burgdorferi	Chemical	0.0212
Membrane Protein	MAG protein, Streptococcal	Chemical	0.0212
Membrane Protein	RamA protein, Streptomyces coelicolor	Chemical	0.0212
Membrane Protein	RamB proteins, Streptomyces sp.	Chemical	0.0212
Membrane Protein	TraV protein, E coli	Chemical	0.0212
Membrane Protein	protein P9, bacteriophage phi6	Chemical	0.0212
Membrane Protein	pro-transforming growth factor-alpha processing protease	Chemical	0.0212
Membrane Protein	endothelin-1-inactivating peptidase	Chemical	0.0212
Membrane Protein	coenzyme F420H2 - 2,3-dimethyl-1,4-naphthoquinone oxidoreductase	Chemical	0.0212
Membrane Protein	multiple antigen peptide, Leu(7)-	Chemical	0.0212
Membrane Protein	por1 protein, Zea mays	Chemical	0.0212
Membrane Protein	pspor1 protein, Pisum sativum	Chemical	0.0212
Membrane Protein	Sos-A protein, mouse	Chemical	0.0212
Membrane Protein	Bm91 protein, Boophilus microplus	Chemical	0.0212
Membrane Protein	GD-2 peptide	Chemical	0.0212
Membrane Protein	RhsF protein, E coli	Chemical	0.0212
Membrane Protein	biotin-4-amidobenzoic hydrazide	Chemical	0.0212
Membrane Protein	narA protein, Bacillus subtilis	Chemical	0.0212
Membrane Protein	D15 antigen, bacteria	Chemical	0.0212
Membrane Protein	RpL7A protein, Drosophila	Chemical	0.0212
Membrane Protein	pyocin S3 protein, Pseudomonas aeruginosa	Chemical	0.0212
Membrane Protein	SSF2 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	NisE protein, Lactococcus lactis	Chemical	0.0212
Membrane Protein	immunoglobulin G-binding protein, Streptococcus suis type 2	Chemical	0.0212
Membrane Protein	AmdA protein, Aspergillus nidulans	Chemical	0.0212
Membrane Protein	PAH2 protein, Pichia angusta	Chemical	0.0212
Membrane Protein	CutC protein, E coli	Chemical	0.0212
Membrane Protein	Col10 protein, E coli	Chemical	0.0212
Membrane Protein	Eip63F-1 protein, Drosophila	Chemical	0.0212
Membrane Protein	Laf1 protein, Azospirillum brasilense	Chemical	0.0212
Membrane Protein	rnk protein, E coli	Chemical	0.0212
Membrane Protein	PepB protein, Staphylococcus epidermidis	Chemical	0.0212
Membrane Protein	tagH protein, Bacillus subtilis	Chemical	0.0212
Membrane Protein	MMPI protein, Mycobacterium leprae	Chemical	0.0212
Membrane Protein	A74 protein, Halocynthia roretzi	Chemical	0.0212
Membrane Protein	ArtJ protein, E coli	Chemical	0.0212
Membrane Protein	CLC-6 protein, rat	Chemical	0.0212
Membrane Protein	MAE1 protein, S pombe	Chemical	0.0212
Membrane Protein	dithionicotinic acid	Chemical	0.0212
Membrane Protein	DDP2 protein, E coli	Chemical	0.0212
Membrane Protein	DDP3 protein, E coli	Chemical	0.0212
Membrane Protein	radical fringe protein, Xenopus	Chemical	0.0212
Membrane Protein	MglC protein, E coli	Chemical	0.0212
Membrane Protein	Unc-105 protein, C elegans	Chemical	0.0212
Membrane Protein	Pac-2 protein, Arabidopsis	Chemical	0.0212
Membrane Protein	TapD protein, Aeromonas	Chemical	0.0212
Membrane Protein	mttB protein, Methanosarcina barkeri	Chemical	0.0212
Membrane Protein	NK cell receptor KIR103AS	Chemical	0.0212
Membrane Protein	SusR protein, Bacteroides thetaiotaomicron	Chemical	0.0212
Membrane Protein	Rip1 peroxidase	Chemical	0.0212
Membrane Protein	MTTC protein, Methanosarcina barkeri	Chemical	0.0212
Membrane Protein	BlrA protein, Aeromonas jandaei	Chemical	0.0212
Membrane Protein	avian glycoprotein 50-kDa	Chemical	0.0212
Membrane Protein	CooT protein, Rhodospirillum rubrum	Chemical	0.0212
Membrane Protein	RpoH3 protein, Bradyrhizobium japonicum	Chemical	0.0212
Membrane Protein	ptr3 protein, S pombe	Chemical	0.0212
Membrane Protein	phosphonoproteins	Chemical	0.0212
Membrane Protein	waaU protein, E coli	Chemical	0.0212
Membrane Protein	CcmB protein, E coli	Chemical	0.0212
Membrane Protein	triethylammonium N-(6-tetramethylrhodaminethiocarbamoyl)-1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine	Chemical	0.0212
Membrane Protein	ATP-binding protein, liver	Chemical	0.0212
Membrane Protein	SGA1 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	PtlH protein, Bordetella pertussis	Chemical	0.0212
Membrane Protein	ATRAB ALPHA protein, Arabidopsis	Chemical	0.0212
Membrane Protein	M(IP)2C synthase	Chemical	0.0212
Membrane Protein	Xunc18 protein, Xenopus	Chemical	0.0212
Membrane Protein	pqn-58 protein, C elegans	Chemical	0.0212
Membrane Protein	COLT protein, Drosophila	Chemical	0.0212
Membrane Protein	guanylyl cyclase-G, mouse	Chemical	0.0212
Membrane Protein	DG 32 protein, Sarcocystis muris	Chemical	0.0212
Membrane Protein	Pap31 protein, Bartonella henselae phage 60457	Chemical	0.0212
Membrane Protein	PPF-1 protein, Pisum sativum	Chemical	0.0212
Membrane Protein	Nzf3 protein, rat	Chemical	0.0212
Membrane Protein	NasF protein, Klebsiella oxytoca	Chemical	0.0212
Membrane Protein	P47 sperm protein, Sus scrofa	Chemical	0.0212
Membrane Protein	LIT receptor	Chemical	0.0212
Membrane Protein	ShiA protein, E coli	Chemical	0.0212
Membrane Protein	DhkB protein, Dictyostelium discoideum	Chemical	0.0212
Membrane Protein	BR3 protein, Chironomus tentans	Chemical	0.0212
Membrane Protein	SynGAP protein p135	Chemical	0.0212
Membrane Protein	SUR-5 protein, C elegans	Chemical	0.0212
Membrane Protein	HAP proteins, Arabidopsis	Chemical	0.0212
Membrane Protein	ATCP1 protein, Arabidopsis	Chemical	0.0212
Membrane Protein	Osp94 protein, rat	Chemical	0.0212
Membrane Protein	cyclic beta(1-2) glucan synthetase, Brucella melitensis	Chemical	0.0212
Membrane Protein	NOSA protein, Dictyostelium discoideum	Chemical	0.0212
Membrane Protein	Ptr1 protein, Hordeum vulgare	Chemical	0.0212
Membrane Protein	KCR1 protein, rat	Chemical	0.0212
Membrane Protein	amfR protein, Streptomyces griseus	Chemical	0.0212
Membrane Protein	cortactin protein, Drosophila	Chemical	0.0212
Membrane Protein	4-bromotiglic acid	Chemical	0.0212
Membrane Protein	MphBM protein, Staphylococcus aureus	Chemical	0.0212
Membrane Protein	SstT protein, E coli	Chemical	0.0212
Membrane Protein	B-NK1 protein, Gallus gallus	Chemical	0.0212
Membrane Protein	LP54 protein, Paracentrotus lividus	Chemical	0.0212
Membrane Protein	inaF protein, Drosophila	Chemical	0.0212
Membrane Protein	soluble secreted endopeptidase	Chemical	0.0212
Membrane Protein	pheromone-binding protein, corn borer	Chemical	0.0212
Membrane Protein	mmuP protein, E coli	Chemical	0.0212
Membrane Protein	Mta protein, Bacillus subtilis	Chemical	0.0212
Membrane Protein	lpxP protein, E coli	Chemical	0.0212
Membrane Protein	gma12 protein, S pombe	Chemical	0.0212
Membrane Protein	ATC1 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	YbtQ protein, Yersinia pestis	Chemical	0.0212
Membrane Protein	MntB protein, Synechocystis	Chemical	0.0212
Membrane Protein	LAMP protein, Herpesvirus 8, Human	Chemical	0.0212
Membrane Protein	13 kDa phosphoamidase	Chemical	0.0212
Membrane Protein	SPA4CT protein, recombinant	Chemical	0.0212
Membrane Protein	CglB protein, Myxococcus xanthus	Chemical	0.0212
Membrane Protein	rab15 protein, hamster	Chemical	0.0212
Membrane Protein	NB-p260 antigen	Chemical	0.0212
Membrane Protein	rab11 binding protein, Bos taurus	Chemical	0.0212
Membrane Protein	PALH protein, Emericella nidulans	Chemical	0.0212
Membrane Protein	Sym-1 protein, C elegans	Chemical	0.0212
Membrane Protein	somatostatin 14, Tyr(11)-	Chemical	0.0212
Membrane Protein	PrhJ protein, Ralstonia solanacearum	Chemical	0.0212
Membrane Protein	SBE2 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	ABI3-interacting protein 2, Arabidopsis	Chemical	0.0212
Membrane Protein	bicoid-interacting protein 3, Drosophila	Chemical	0.0212
Membrane Protein	Nod factor , Azorhizobium caulinodans	Chemical	0.0212
Membrane Protein	lymphocryptovirus nuclear antigen 3B	Chemical	0.0212
Membrane Protein	MJ0577 protein, Methanococcus jannaschii	Chemical	0.0212
Membrane Protein	Nic1 protein, S pombe	Chemical	0.0212
Membrane Protein	MAP kinase kinase kinase ubc4	Chemical	0.0212
Membrane Protein	protein P5, bacteriophage PRD1	Chemical	0.0212
Membrane Protein	thyroxyl-insulin	Chemical	0.0212
Membrane Protein	tetrin A protein, Tetrahymena	Chemical	0.0212
Membrane Protein	VDAC3v protein, rat	Chemical	0.0212
Membrane Protein	Clostridium difficile enterotoxin B receptor	Chemical	0.0212
Membrane Protein	NLM1 protein, Arabidopsis	Chemical	0.0212
Membrane Protein	hemoglobin-hemin receptor	Chemical	0.0212
Membrane Protein	MB21 peptide	Chemical	0.0212
Membrane Protein	EC6 protein, Echis carinatus sochureki	Chemical	0.0212
Membrane Protein	ExoM protein, Sinorhizobium meliloti	Chemical	0.0212
Membrane Protein	N-(4-methylphenylsulfonyl)-N'-(4-trifluoromethylphenyl)urea	Chemical	0.0212
Membrane Protein	Yfu protein, Yersinia	Chemical	0.0212
Membrane Protein	HEADY peptide	Chemical	0.0212
Membrane Protein	spo12 protein, S pombe	Chemical	0.0212
Membrane Protein	hammerhead ribozyme RZ3-BL2	Chemical	0.0212
Membrane Protein	PLMS protein, Squalus acanthias	Chemical	0.0212
Membrane Protein	M160 protein, human	Chemical	0.0212
Membrane Protein	Dm1 matrix metalloproteinase	Chemical	0.0212
Membrane Protein	GMx33alpha protein, rat	Chemical	0.0212
Membrane Protein	salmon egg lectin	Chemical	0.0212
Membrane Protein	Unc13h3 protein, rat	Chemical	0.0212
Membrane Protein	GerN protein, Bacillus cereus	Chemical	0.0212
Membrane Protein	Pglyrp protein, rat	Chemical	0.0212
Membrane Protein	SFAP75 protein, mouse	Chemical	0.0212
Membrane Protein	3,4,5,4'-tetrahydroxystilbene	Chemical	0.0212
Membrane Protein	APL2 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	spkA protein, Synechocystis	Chemical	0.0212
Membrane Protein	KatN protein, Salmonella enterica	Chemical	0.0212
Membrane Protein	OpcA protein, Nostoc punctiforme	Chemical	0.0212
Membrane Protein	connexin 44	Chemical	0.0212
Membrane Protein	GLK1 protein, Zea mays	Chemical	0.0212
Membrane Protein	Rib-2 protein, C elegans	Chemical	0.0212
Membrane Protein	human enodgenous retrovirus K10 protease	Chemical	0.0212
Membrane Protein	Dkk3 protein, Xenopus	Chemical	0.0212
Membrane Protein	preinvertase	Chemical	0.0212
Membrane Protein	Nitrosulindac	Chemical	0.0212
Membrane Protein	bis(1-oxy-2-pyridinethiolato)oxovanadium(IV)	Chemical	0.0212
Membrane Protein	LIP2 lipoyltransferase, Arabidopsis	Chemical	0.0212
Membrane Protein	Ycf37 protein, Synechocystis	Chemical	0.0212
Membrane Protein	MalK protein, Thermococcus litoralis	Chemical	0.0212
Membrane Protein	matrixprotein, Rinderpest virus	Chemical	0.0212
Membrane Protein	MTP1 protein, Thlaspi goesingense	Chemical	0.0212
Membrane Protein	NDP-4-keto-6-deoxy-D-glucose 3',5'-epimerase	Chemical	0.0212
Membrane Protein	PsaK protein, barley	Chemical	0.0212
Membrane Protein	Orc4 protein, Drosophila	Chemical	0.0212
Membrane Protein	RhuI protein, Bordetella avium	Chemical	0.0212
Membrane Protein	TEC-21 antigen, rat	Chemical	0.0212
Membrane Protein	ascaris suum 14-kDa antigen	Chemical	0.0212
Membrane Protein	LcnC protein, bacteria	Chemical	0.0212
Membrane Protein	arundifungin	Chemical	0.0212
Membrane Protein	kkv protein, Drosophila	Chemical	0.0212
Membrane Protein	1-(1,4,5-dimethoxy-2-nitrophenyl) ethylenediaminetetraacetic Acid	Chemical	0.0212
Membrane Protein	3-(4'-acetoxy-3',5'-dimethoxy)benzylidene-1,2-dihydropyrrolo(2,1-b)quinazoline-9-one	Chemical	0.0212
Membrane Protein	E3L protein, Ectromelia virus	Chemical	0.0212
Membrane Protein	iro1 protein, zebrafish	Chemical	0.0212
Membrane Protein	AQP10 protein, mouse	Chemical	0.0212
Membrane Protein	popeye-1 protein, Xenopus	Chemical	0.0212
Membrane Protein	X11L protein, Drosophila	Chemical	0.0212
Membrane Protein	skp-1 protein, C elegans	Chemical	0.0212
Membrane Protein	myo-inositol 1,2-cyclic monophosphate	Chemical	0.0212
Membrane Protein	toxopain-1, Toxoplasma gondii	Chemical	0.0212
Membrane Protein	sodium 4-((2-methyl-2-undecyl-1,3-dioxolan-4-yl)methoxyl)-1-propanesulfonate	Chemical	0.0212
Membrane Protein	disco-interacting protein 2, mouse	Chemical	0.0212
Membrane Protein	Glk1 protein, Oryza sativa	Chemical	0.0212
Membrane Protein	STF2 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	HA1 protein, Trypanosoma cruzi	Chemical	0.0212
Membrane Protein	HA2 protein, Trypanosoma cruzi	Chemical	0.0212
Membrane Protein	Pog protein, mouse	Chemical	0.0212
Membrane Protein	VanT(E) protein, Enterococcus faecalis	Chemical	0.0212
Membrane Protein	CRP1 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	Dtr1 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	SIMP protein (770-778)	Chemical	0.0212
Membrane Protein	HongrES1 protein, rat	Chemical	0.0212
Membrane Protein	ureC protein, Yersinia enterocolitica	Chemical	0.0212
Membrane Protein	esr10 protein, Xenopus	Chemical	0.0212
Membrane Protein	small VCP-p97-interacting protein, rat	Chemical	0.0212
Membrane Protein	Tub3 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	E5 protein, Human papillomavirus type 31	Chemical	0.0212
Membrane Protein	UDP-glucosyltransferase UGT74F2, Arabidopsis	Chemical	0.0212
Membrane Protein	NirB protein, Salmonella typhimurium	Chemical	0.0212
Membrane Protein	DIM-1 protein, C elegans	Chemical	0.0212
Membrane Protein	IFM1 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	Ac-Phe-(Orn-Pro-D-Cha-Trp-Arg)	Chemical	0.0212
Membrane Protein	FemX UDP-MurNAc-pentapeptide l-alanine ligase	Chemical	0.0212
Membrane Protein	Meu14 protein, S pombe	Chemical	0.0212
Membrane Protein	UNC-71 protein, C elegans	Chemical	0.0212
Membrane Protein	SPATR protein, Plasmodium falciparum	Chemical	0.0212
Membrane Protein	Plf2 protein, mouse	Chemical	0.0212
Membrane Protein	fernandez protein, Drosophila	Chemical	0.0212
Membrane Protein	lipid A 1-phosphatase, Rhizobium leguminosarum	Chemical	0.0212
Membrane Protein	VAB-19 protein, C elegans	Chemical	0.0212
Membrane Protein	Mam1 protein, Xenopus	Chemical	0.0212
Membrane Protein	CSLA9 protein, Arabidopsis	Chemical	0.0212
Membrane Protein	metanephros-derived tubulogenic factor, human	Chemical	0.0212
Membrane Protein	ACN-1 protein, C elegans	Chemical	0.0212
Membrane Protein	cyclo(cysteinyl(3)-phenylalanyl(6)-phenylalanyl(7)-tryptophyl(8)-lysyl(9)-threonyl(10)-phenylalanyl(11)-cysteinyl(14))	Chemical	0.0212
Membrane Protein	SUR-7 protein, C elegans	Chemical	0.0212
Membrane Protein	HCF101 protein, Arabidopsis	Chemical	0.0212
Membrane Protein	reduced epidermal fluorescence1 protein, Arabidopsis	Chemical	0.0212
Membrane Protein	LepA protein, Legionella pneumophila	Chemical	0.0212
Membrane Protein	BpeA protein, Burkholderia pseudomallei	Chemical	0.0212
Membrane Protein	OprB protein, Burkholderia pseudomallei	Chemical	0.0212
Membrane Protein	Cgt protein, Brucella abortus	Chemical	0.0212
Membrane Protein	NapG protein, E coli	Chemical	0.0212
Membrane Protein	VMA9 protein, S cerevisiae	Chemical	0.0212
Membrane Protein	silsosangami	Chemical	0.0212
