Selection	Association Name	Association Type	Significance
Nucleocapsid Protein	Nerve Tissue	Anatomy	1.0
Nucleocapsid Protein	Osteoblasts	Anatomy	1.0
Nucleocapsid Protein	Hair follicle structure	Anatomy	1.0
Nucleocapsid Protein	Umbilical Cord Blood	Anatomy	1.0
Nucleocapsid Protein	Lymphoid Cells	Anatomy	1.0
Nucleocapsid Protein	Blast Cell	Anatomy	1.0
Nucleocapsid Protein	vesicle	Anatomy	1.0
Nucleocapsid Protein	Human Umbilical Vein Endothelial Cells	Anatomy	1.0
Nucleocapsid Protein	eosinophil	Anatomy	1.0
Nucleocapsid Protein	Ganglia, Spinal	Anatomy	1.0
Nucleocapsid Protein	Gill structure	Anatomy	1.0
Nucleocapsid Protein	Phagocytes	Anatomy	1.0
Nucleocapsid Protein	Semen	Anatomy	1.0
Nucleocapsid Protein	Thalamic structure	Anatomy	1.0
Nucleocapsid Protein	Vacuole	Anatomy	1.0
Nucleocapsid Protein	Stromal Cells	Anatomy	1.0
Nucleocapsid Protein	Microglia	Anatomy	1.0
Nucleocapsid Protein	Jurkat Cells	Anatomy	1.0
Nucleocapsid Protein	Abdominal Cavity	Anatomy	1.0
Nucleocapsid Protein	Cytoskeletal Filaments	Anatomy	1.0
Nucleocapsid Protein	Mouse Dendritic Cell	Anatomy	1.0
Nucleocapsid Protein	Specimen Type - Eosinophils	Anatomy	1.0
Nucleocapsid Protein	Animal Structures	Anatomy	1.0
Nucleocapsid Protein	Antibody-Producing Cells	Anatomy	1.0
Nucleocapsid Protein	Cilia	Anatomy	1.0
Nucleocapsid Protein	Iris (Eye)	Anatomy	1.0
Nucleocapsid Protein	Nasal cavity	Anatomy	1.0
Nucleocapsid Protein	Neuromuscular Junction	Anatomy	1.0
Nucleocapsid Protein	Structure of olfactory bulb	Anatomy	1.0
Nucleocapsid Protein	Pseudopodia	Anatomy	1.0
Nucleocapsid Protein	Telencephalon	Anatomy	1.0
Nucleocapsid Protein	CD4 Positive T Lymphocytes	Anatomy	1.0
Nucleocapsid Protein	Neurites	Anatomy	1.0
Nucleocapsid Protein	PC12 Cells	Anatomy	1.0
Nucleocapsid Protein	Macrophages, Peritoneal	Anatomy	1.0
Nucleocapsid Protein	Skeletal Myocytes	Anatomy	1.0
Nucleocapsid Protein	HL-60 Cells	Anatomy	1.0
Nucleocapsid Protein	Caco-2 Cells	Anatomy	1.0
Nucleocapsid Protein	Respiratory Mucosa	Anatomy	1.0
Nucleocapsid Protein	peroxisome	Anatomy	1.0
Nucleocapsid Protein	Cellular Structures	Anatomy	1.0
Nucleocapsid Protein	Myeloid Progenitor Cells	Anatomy	1.0
Nucleocapsid Protein	Intracellular Space	Anatomy	1.0
Nucleocapsid Protein	Extracellular Fluid	Anatomy	1.0
Nucleocapsid Protein	Podocytes	Anatomy	1.0
Nucleocapsid Protein	Structure of quadriceps femoris muscle	Anatomy	1.0
Nucleocapsid Protein	Cerebrum	Anatomy	1.0
Nucleocapsid Protein	Diploid Cell	Anatomy	1.0
Nucleocapsid Protein	Myelin	Anatomy	1.0
Nucleocapsid Protein	Gastrocnemius muscle structure	Anatomy	1.0
Nucleocapsid Protein	Flank (surface region)	Anatomy	1.0
Nucleocapsid Protein	Palmar surface	Anatomy	1.0
Nucleocapsid Protein	Upper respiratory tract	Anatomy	1.0
Nucleocapsid Protein	Cervical lymph node group	Anatomy	1.0
Nucleocapsid Protein	Appendage	Anatomy	1.0
Nucleocapsid Protein	Palm of hand	Anatomy	1.0
Nucleocapsid Protein	Transverse tubule of muscle cell	Anatomy	1.0
Nucleocapsid Protein	HL60	Anatomy	1.0
Nucleocapsid Protein	ribosomal RNA location	Anatomy	1.0
Nucleocapsid Protein	Quarter of the Udder	Anatomy	1.0
Nucleocapsid Protein	Structure of achilles tendon	Anatomy	1.0
Nucleocapsid Protein	Anterior chamber of eye structure	Anatomy	1.0
Nucleocapsid Protein	Appendix	Anatomy	1.0
Nucleocapsid Protein	Cochlear structure	Anatomy	1.0
Nucleocapsid Protein	Cochlear Nerve	Anatomy	1.0
Nucleocapsid Protein	Connective Tissue Cells	Anatomy	1.0
Nucleocapsid Protein	Ectoderm	Anatomy	1.0
Nucleocapsid Protein	Ependyma	Anatomy	1.0
Nucleocapsid Protein	Gastric Acid	Anatomy	1.0
Nucleocapsid Protein	Gastrointestinal Contents	Anatomy	1.0
Nucleocapsid Protein	Gastrula	Anatomy	1.0
Nucleocapsid Protein	Auditory Hair Cell	Anatomy	1.0
Nucleocapsid Protein	Heel	Anatomy	1.0
Nucleocapsid Protein	Histiocytes	Anatomy	1.0
Nucleocapsid Protein	Horns	Anatomy	1.0
Nucleocapsid Protein	Intercellular Junctions	Anatomy	1.0
Nucleocapsid Protein	Large Intestine	Anatomy	1.0
Nucleocapsid Protein	Intracellular Fluid	Anatomy	1.0
Nucleocapsid Protein	Structure of cortex of kidney	Anatomy	1.0
Nucleocapsid Protein	Langerhans cell	Anatomy	1.0
Nucleocapsid Protein	Masseter muscle structure	Anatomy	1.0
Nucleocapsid Protein	Megakaryocytes	Anatomy	1.0
Nucleocapsid Protein	Meninges	Anatomy	1.0
Nucleocapsid Protein	Myofibrils	Anatomy	1.0
Nucleocapsid Protein	Structure of mucous membrane of nose	Anatomy	1.0
Nucleocapsid Protein	Afferent neuron	Anatomy	1.0
Nucleocapsid Protein	animal Oviduct	Anatomy	1.0
Nucleocapsid Protein	Structure of aggregated lymphoid follicle of small intestine	Anatomy	1.0
Nucleocapsid Protein	Phagosomes	Anatomy	1.0
Nucleocapsid Protein	Pigment Epithelium of Eye	Anatomy	1.0
Nucleocapsid Protein	Bacterial Fimbria	Anatomy	1.0
Nucleocapsid Protein	Pontine structure	Anatomy	1.0
Nucleocapsid Protein	Reticular Formation	Anatomy	1.0
Nucleocapsid Protein	Reticulum	Anatomy	1.0
Nucleocapsid Protein	Schwann Cells	Anatomy	1.0
Nucleocapsid Protein	Sweat	Anatomy	1.0
Nucleocapsid Protein	Nasal turbinate bone structure	Anatomy	1.0
Nucleocapsid Protein	Viscera	Anatomy	1.0
Nucleocapsid Protein	Erythroid Precursor Cells	Anatomy	1.0
Nucleocapsid Protein	Centrosome	Anatomy	1.0
Nucleocapsid Protein	T-helper cell type 1	Anatomy	1.0
Nucleocapsid Protein	T-helper cell type 2	Anatomy	1.0
Nucleocapsid Protein	Structure of dentate gyrus	Anatomy	1.0
Nucleocapsid Protein	Tight Junctions	Anatomy	1.0
Nucleocapsid Protein	Neuropil	Anatomy	1.0
Nucleocapsid Protein	periplasm	Anatomy	1.0
Nucleocapsid Protein	Goblet Cells	Anatomy	1.0
Nucleocapsid Protein	Internal capsule of brain	Anatomy	1.0
Nucleocapsid Protein	Focal Adhesions	Anatomy	1.0
Nucleocapsid Protein	Transport Vesicles	Anatomy	1.0
Nucleocapsid Protein	Myeloid Cells	Anatomy	1.0
Nucleocapsid Protein	Myoblasts	Anatomy	1.0
Nucleocapsid Protein	Thoracic cavity structure	Anatomy	1.0
Nucleocapsid Protein	Lymphatic vessel	Anatomy	1.0
Nucleocapsid Protein	Hepatopancreas	Anatomy	1.0
Nucleocapsid Protein	Structure of beta Cell of islet	Anatomy	1.0
Nucleocapsid Protein	Structure of retinal pigment epithelium	Anatomy	1.0
Nucleocapsid Protein	Bronchioles	Anatomy	1.0
Nucleocapsid Protein	Induced Pluripotent Stem Cells	Anatomy	1.0
Nucleocapsid Protein	Chromosomes, Human, Pair 1	Anatomy	1.0
Nucleocapsid Protein	Mitochondrial Membrane, Outer	Anatomy	1.0
Nucleocapsid Protein	Burst-Forming Units, Erythroid	Anatomy	1.0
Nucleocapsid Protein	Microvascular Network	Anatomy	1.0
Nucleocapsid Protein	Frozen Sections	Anatomy	1.0
Nucleocapsid Protein	Chromosomes, Plant	Anatomy	1.0
Nucleocapsid Protein	Cerebral hemisphere structure (body structure)	Anatomy	1.0
Nucleocapsid Protein	Structure of intestinal epithelium	Anatomy	1.0
Nucleocapsid Protein	Lamellipodia	Anatomy	1.0
Nucleocapsid Protein	Tibialis anterior muscle structure	Anatomy	1.0
Nucleocapsid Protein	Filopodia	Anatomy	1.0
Nucleocapsid Protein	Lamina Propria	Anatomy	1.0
Nucleocapsid Protein	Neurofilament	Anatomy	1.0
Nucleocapsid Protein	Vestibule	Anatomy	1.0
Nucleocapsid Protein	Structure of gracilis muscle	Anatomy	1.0
Nucleocapsid Protein	Renal parenchyma	Anatomy	1.0
Nucleocapsid Protein	lymphoblast	Anatomy	1.0
Nucleocapsid Protein	Structure of right hand	Anatomy	1.0
Nucleocapsid Protein	Lower lip structure	Anatomy	1.0
Nucleocapsid Protein	Intracranial	Anatomy	1.0
Nucleocapsid Protein	Autophagic vacuoles	Anatomy	1.0
Nucleocapsid Protein	Cervical spinal cord structure	Anatomy	1.0
Nucleocapsid Protein	Mediastinal lymph node group	Anatomy	1.0
Nucleocapsid Protein	Anterior nares	Anatomy	1.0
Nucleocapsid Protein	apical membrane	Anatomy	1.0
Nucleocapsid Protein	fibroblast cell line	Anatomy	1.0
Nucleocapsid Protein	Cell Fraction	Anatomy	1.0
Nucleocapsid Protein	Cell cluster	Anatomy	1.0
Nucleocapsid Protein	Periarterial lymphatic sheath	Anatomy	1.0
Nucleocapsid Protein	Medulla	Anatomy	1.0
Nucleocapsid Protein	Adenocarcinoma Cell	Anatomy	1.0
Nucleocapsid Protein	Alveolus	Anatomy	1.0
Nucleocapsid Protein	Mouse Liver	Anatomy	1.0
Nucleocapsid Protein	Mouse Lung	Anatomy	1.0
Nucleocapsid Protein	Mouse Spleen	Anatomy	1.0
Nucleocapsid Protein	Splenocyte	Anatomy	1.0
Nucleocapsid Protein	Islet Cell	Anatomy	1.0
Nucleocapsid Protein	Rat Lung	Anatomy	1.0
Nucleocapsid Protein	TSC1-TSC2 complex location	Anatomy	1.0
Nucleocapsid Protein	Hematopoietic cell	Anatomy	1.0
Nucleocapsid Protein	Interstitium	Anatomy	1.0
Nucleocapsid Protein	Chromaffin System	Anatomy	1.0
Nucleocapsid Protein	Gastrointestinal system	Anatomy	1.0
Nucleocapsid Protein	Limbic System	Anatomy	1.0
Nucleocapsid Protein	Lymphatic System	Anatomy	1.0
Nucleocapsid Protein	Integumentary system	Anatomy	1.0
Nucleocapsid Protein	Enteric Nervous System	Anatomy	1.0
Nucleocapsid Protein	body system	Anatomy	1.0
Nucleocapsid Protein	membrane raft	Anatomy	1.0
Nucleocapsid Protein	receptor complex	Anatomy	1.0
Nucleocapsid Protein	NADH dehydrogenase complex	Anatomy	1.0
Nucleocapsid Protein	tubulin location	Anatomy	1.0
Nucleocapsid Protein	Feeder Cells	Anatomy	1.0
Nucleocapsid Protein	Darlix JL	Biomedical expert	0.1496
Nucleocapsid Protein	Mély Y	Biomedical expert	0.2369
Nucleocapsid Protein	Gorelick RJ	Biomedical expert	0.2837
Nucleocapsid Protein	Roques BP	Biomedical expert	0.2837
Nucleocapsid Protein	Lundkvist A	Biomedical expert	0.3535
Nucleocapsid Protein	de Rocquigny H	Biomedical expert	0.3679
Nucleocapsid Protein	Arikawa J	Biomedical expert	0.4148
Nucleocapsid Protein	Yoshimatsu K	Biomedical expert	0.4317
Nucleocapsid Protein	Musier-Forsyth K	Biomedical expert	0.4317
Nucleocapsid Protein	Vaheri A	Biomedical expert	0.4317
Nucleocapsid Protein	Zhang Y	Biomedical expert	0.4317
Nucleocapsid Protein	Henderson LE	Biomedical expert	0.4584
Nucleocapsid Protein	Wang H	Biomedical expert	0.4868
Nucleocapsid Protein	Wang Y	Biomedical expert	0.5273
Nucleocapsid Protein	Wang J	Biomedical expert	0.5273
Nucleocapsid Protein	Li Y	Biomedical expert	0.5379
Nucleocapsid Protein	Chen J	Biomedical expert	0.5488
Nucleocapsid Protein	Krüger DH	Biomedical expert	0.5488
Nucleocapsid Protein	Elliott RM	Biomedical expert	0.5599
Nucleocapsid Protein	Zhang X	Biomedical expert	0.5712
Nucleocapsid Protein	Li J	Biomedical expert	0.5827
Nucleocapsid Protein	Banerjee AK	Biomedical expert	0.5945
Nucleocapsid Protein	Summers MF	Biomedical expert	0.5945
Nucleocapsid Protein	Wang X	Biomedical expert	0.5945
Nucleocapsid Protein	Kariwa H	Biomedical expert	0.6065
Nucleocapsid Protein	Plyusnin A	Biomedical expert	0.6065
Nucleocapsid Protein	Hiscox JA	Biomedical expert	0.6065
Nucleocapsid Protein	Yuen KY	Biomedical expert	0.6065
Nucleocapsid Protein	Mir MA	Biomedical expert	0.6188
Nucleocapsid Protein	Sasnauskas K	Biomedical expert	0.6188
Nucleocapsid Protein	Vapalahti O	Biomedical expert	0.6188
Nucleocapsid Protein	Ulrich R	Biomedical expert	0.6313
Nucleocapsid Protein	Masters PS	Biomedical expert	0.6313
Nucleocapsid Protein	Rein A	Biomedical expert	0.644
Nucleocapsid Protein	Rouzina I	Biomedical expert	0.644
Nucleocapsid Protein	Morellet N	Biomedical expert	0.644
Nucleocapsid Protein	Liu Y	Biomedical expert	0.657
Nucleocapsid Protein	Gabus C	Biomedical expert	0.657
Nucleocapsid Protein	Chan KH	Biomedical expert	0.657
Nucleocapsid Protein	Levin JG	Biomedical expert	0.657
Nucleocapsid Protein	Sun Y	Biomedical expert	0.657
Nucleocapsid Protein	Fulhorst CF	Biomedical expert	0.657
Nucleocapsid Protein	Chen H	Biomedical expert	0.6703
Nucleocapsid Protein	Ficheux D	Biomedical expert	0.6703
Nucleocapsid Protein	Li X	Biomedical expert	0.6703
Nucleocapsid Protein	Lau SK	Biomedical expert	0.6703
Nucleocapsid Protein	Rice WG	Biomedical expert	0.6703
Nucleocapsid Protein	Zhu Y	Biomedical expert	0.6839
Nucleocapsid Protein	Meisel H	Biomedical expert	0.6839
Nucleocapsid Protein	Yoo D	Biomedical expert	0.6839
Nucleocapsid Protein	Zhang J	Biomedical expert	0.6839
Nucleocapsid Protein	Wu J	Biomedical expert	0.6839
Nucleocapsid Protein	Becker S	Biomedical expert	0.6839
Nucleocapsid Protein	Li L	Biomedical expert	0.6839
Nucleocapsid Protein	Wertz GW	Biomedical expert	0.6839
Nucleocapsid Protein	Woo PC	Biomedical expert	0.6839
Nucleocapsid Protein	Stohlman SA	Biomedical expert	0.6977
Nucleocapsid Protein	Horzinek MC	Biomedical expert	0.6977
Nucleocapsid Protein	Wang Z	Biomedical expert	0.6977
Nucleocapsid Protein	Kolakofsky D	Biomedical expert	0.6977
Nucleocapsid Protein	Luo M	Biomedical expert	0.6977
Nucleocapsid Protein	Li D	Biomedical expert	0.6977
Nucleocapsid Protein	Liu X	Biomedical expert	0.6977
Nucleocapsid Protein	Schmaljohn CS	Biomedical expert	0.6977
Nucleocapsid Protein	Hjelle B	Biomedical expert	0.7118
Nucleocapsid Protein	Williams MC	Biomedical expert	0.7118
Nucleocapsid Protein	Tan WS	Biomedical expert	0.7118
Nucleocapsid Protein	Huang Y	Biomedical expert	0.7118
Nucleocapsid Protein	Weber F	Biomedical expert	0.7118
Nucleocapsid Protein	Rupprecht CE	Biomedical expert	0.7118
Nucleocapsid Protein	Zvirbliene A	Biomedical expert	0.7118
Nucleocapsid Protein	Arthur LO	Biomedical expert	0.7118
Nucleocapsid Protein	Li C	Biomedical expert	0.7118
Nucleocapsid Protein	Elgh F	Biomedical expert	0.7261
Nucleocapsid Protein	Casas-Finet JR	Biomedical expert	0.7261
Nucleocapsid Protein	Yang Y	Biomedical expert	0.7261
Nucleocapsid Protein	Wu X	Biomedical expert	0.7261
Nucleocapsid Protein	Liu J	Biomedical expert	0.7261
Nucleocapsid Protein	Bambara RA	Biomedical expert	0.7261
Nucleocapsid Protein	Chen Y	Biomedical expert	0.7261
Nucleocapsid Protein	Roques B	Biomedical expert	0.7261
Nucleocapsid Protein	Wainberg MA	Biomedical expert	0.7261
Nucleocapsid Protein	Darai G	Biomedical expert	0.7261
Nucleocapsid Protein	Li P	Biomedical expert	0.7261
Nucleocapsid Protein	Takashima I	Biomedical expert	0.7261
Nucleocapsid Protein	Milazzo ML	Biomedical expert	0.7408
Nucleocapsid Protein	Shimizu K	Biomedical expert	0.7408
Nucleocapsid Protein	Barr JN	Biomedical expert	0.7408
Nucleocapsid Protein	Wang M	Biomedical expert	0.7408
Nucleocapsid Protein	Appella E	Biomedical expert	0.7408
Nucleocapsid Protein	Wang W	Biomedical expert	0.7408
Nucleocapsid Protein	Klenk HD	Biomedical expert	0.7408
Nucleocapsid Protein	Goldbach R	Biomedical expert	0.7408
Nucleocapsid Protein	Meulenberg JJ	Biomedical expert	0.7408
Nucleocapsid Protein	Bellini WJ	Biomedical expert	0.7408
Nucleocapsid Protein	Chen Z	Biomedical expert	0.7408
Nucleocapsid Protein	Dea S	Biomedical expert	0.7408
Nucleocapsid Protein	Kai C	Biomedical expert	0.7408
Nucleocapsid Protein	Rota PA	Biomedical expert	0.7408
Nucleocapsid Protein	Li Z	Biomedical expert	0.7408
Nucleocapsid Protein	Protein	Food	2.89E-5
Nucleocapsid Protein	Zinc	Food	2.15E-4
Nucleocapsid Protein	Tomato	Food	6.32E-4
Nucleocapsid Protein	Water melon	Food	6.76E-4
Nucleocapsid Protein	Histidine	Food	0.00313
Nucleocapsid Protein	Farmed trout	Food	0.0034
Nucleocapsid Protein	Shrimps	Food	0.00423
Nucleocapsid Protein	Peppers	Food	0.00536
Nucleocapsid Protein	Sucrose	Food	0.00571
Nucleocapsid Protein	Serine	Food	0.00609
Nucleocapsid Protein	Alanine	Food	0.00647
Nucleocapsid Protein	Chicken	Food	0.00789
Nucleocapsid Protein	Pate	Food	0.00918
Nucleocapsid Protein	Summer squash	Food	0.00923
Nucleocapsid Protein	Tryptophan	Food	0.00929
Nucleocapsid Protein	Lettuce	Food	0.0114
Nucleocapsid Protein	Melon	Food	0.0126
Nucleocapsid Protein	Water	Food	0.0149
Nucleocapsid Protein	Cucumber	Food	0.0156
Nucleocapsid Protein	Sea trout	Food	0.0165
Nucleocapsid Protein	Turkey	Food	0.0168
Nucleocapsid Protein	Potatoes	Food	0.0172
Nucleocapsid Protein	Glucose	Food	0.0176
Nucleocapsid Protein	Ground squirrel	Food	0.0199
Nucleocapsid Protein	Poultry	Food	0.0219
Nucleocapsid Protein	Calcium	Food	0.0254
Nucleocapsid Protein	Methionine	Food	0.026
Nucleocapsid Protein	Alcohol	Food	0.0294
Nucleocapsid Protein	Bun	Food	0.0417
Nucleocapsid Protein	Leucine	Food	0.0422
Nucleocapsid Protein	Iron	Food	0.0423
Nucleocapsid Protein	Cholesterol	Food	0.0426
Nucleocapsid Protein	Threonine	Food	0.0436
Nucleocapsid Protein	Fatty acids	Food	0.0492
Nucleocapsid Protein	Lysine	Food	0.0495
Nucleocapsid Protein	Wheatgerm	Food	0.0534
Nucleocapsid Protein	Duck	Food	0.0604
Nucleocapsid Protein	Salmon	Food	0.0616
Nucleocapsid Protein	Shake	Food	0.0641
Nucleocapsid Protein	Goose	Food	0.0676
Nucleocapsid Protein	Fiber	Food	0.0815
Nucleocapsid Protein	Arginine	Food	0.082
Nucleocapsid Protein	Proline	Food	0.0873
Nucleocapsid Protein	Potassium	Food	0.0946
Nucleocapsid Protein	Onions	Food	0.0962
Nucleocapsid Protein	Milk	Food	0.102
Nucleocapsid Protein	Copper	Food	0.103
Nucleocapsid Protein	Fungi	Food	0.109
Nucleocapsid Protein	Dove	Food	0.121
Nucleocapsid Protein	Buffalo	Food	0.124
Nucleocapsid Protein	Phosphorus	Food	0.127
Nucleocapsid Protein	Crustaceans	Food	0.138
Nucleocapsid Protein	Aspartic acid	Food	0.144
Nucleocapsid Protein	Pear	Food	0.145
Nucleocapsid Protein	Ash	Food	0.155
Nucleocapsid Protein	Quail	Food	0.187
Nucleocapsid Protein	Meat	Food	0.191
Nucleocapsid Protein	Tyrosine	Food	0.22
Nucleocapsid Protein	Seeds	Food	0.229
Nucleocapsid Protein	Elk	Food	0.272
Nucleocapsid Protein	Sugar	Food	0.296
Nucleocapsid Protein	Shortening	Food	0.297
Nucleocapsid Protein	Total lipid	Food	0.333
Nucleocapsid Protein	Glycine	Food	0.356
Nucleocapsid Protein	Fat	Food	0.379
Nucleocapsid Protein	Isoleucine	Food	0.379
Nucleocapsid Protein	Vitamin D	Food	0.39
Nucleocapsid Protein	Selenium	Food	0.419
Nucleocapsid Protein	Maltose	Food	0.467
Nucleocapsid Protein	Glutamic acid	Food	0.493
Nucleocapsid Protein	Fluoride	Food	0.529
Nucleocapsid Protein	Galactose	Food	0.765
Nucleocapsid Protein	Soybeans	Food	0.785
Nucleocapsid Protein	Magnesium	Food	0.85
Nucleocapsid Protein	Sodium	Food	1.0
Nucleocapsid Protein	Fish	Food	1.0
Nucleocapsid Protein	Egg	Food	1.0
Nucleocapsid Protein	Vegetables	Food	1.0
Nucleocapsid Protein	Phenylalanine	Food	1.0
Nucleocapsid Protein	Wheat	Food	1.0
Nucleocapsid Protein	Manganese	Food	1.0
Nucleocapsid Protein	Valine	Food	1.0
Nucleocapsid Protein	Beef	Food	1.0
Nucleocapsid Protein	Apple	Food	1.0
Nucleocapsid Protein	Dates	Food	1.0
Nucleocapsid Protein	Vitamin B6	Food	1.0
Nucleocapsid Protein	Vitamin K	Food	1.0
Nucleocapsid Protein	Cystine	Food	1.0
Nucleocapsid Protein	viral nucleocapsid	Cellular component	7.89E-8
Nucleocapsid Protein	virion	Cellular component	1.37E-5
Nucleocapsid Protein	ribonucleoprotein complex	Cellular component	7.84E-5
Nucleocapsid Protein	viral genome	Cellular component	1.1E-4
Nucleocapsid Protein	viral envelope	Cellular component	2.1E-4
Nucleocapsid Protein	RNA viral genome	Cellular component	3.22E-4
Nucleocapsid Protein	host cell	Cellular component	3.4E-4
Nucleocapsid Protein	retrotransposon nucleocapsid	Cellular component	5.63E-4
Nucleocapsid Protein	cytoplasm	Cellular component	6.25E-4
Nucleocapsid Protein	viral membrane	Cellular component	6.29E-4
Nucleocapsid Protein	RNA polymerase complex	Cellular component	7.73E-4
Nucleocapsid Protein	nucleolus	Cellular component	8.76E-4
Nucleocapsid Protein	endoplasmic reticulum-Golgi intermediate compartment	Cellular component	0.00138
Nucleocapsid Protein	virion membrane	Cellular component	0.00152
Nucleocapsid Protein	viral replication complex	Cellular component	0.00236
Nucleocapsid Protein	membrane	Cellular component	0.00279
Nucleocapsid Protein	provirus	Cellular component	0.00292
Nucleocapsid Protein	cell	Cellular component	0.0033
Nucleocapsid Protein	viral capsid	Cellular component	0.00339
Nucleocapsid Protein	nucleus	Cellular component	0.0037
Nucleocapsid Protein	Golgi apparatus	Cellular component	0.00602
Nucleocapsid Protein	inclusion body	Cellular component	0.00698
Nucleocapsid Protein	viral outer capsid	Cellular component	0.00714
Nucleocapsid Protein	viral inner capsid	Cellular component	0.00723
Nucleocapsid Protein	endoplasmic reticulum	Cellular component	0.00899
Nucleocapsid Protein	IgM immunoglobulin complex, circulating	Cellular component	0.00957
Nucleocapsid Protein	nuclear inner membrane	Cellular component	0.00994
Nucleocapsid Protein	plasma membrane	Cellular component	0.0109
Nucleocapsid Protein	nuclear membrane	Cellular component	0.0115
Nucleocapsid Protein	nuclear envelope	Cellular component	0.0122
Nucleocapsid Protein	viral integration complex	Cellular component	0.0132
Nucleocapsid Protein	large ribosomal subunit	Cellular component	0.0147
Nucleocapsid Protein	fibrillar center	Cellular component	0.0181
Nucleocapsid Protein	IgA immunoglobulin complex, circulating	Cellular component	0.0186
Nucleocapsid Protein	nuclear pore	Cellular component	0.0221
Nucleocapsid Protein	ribosomal subunit	Cellular component	0.0254
Nucleocapsid Protein	proteasome complex	Cellular component	0.0276
Nucleocapsid Protein	protein complex	Cellular component	0.0281
Nucleocapsid Protein	nucleoplasm	Cellular component	0.0286
Nucleocapsid Protein	endoplasmic reticulum membrane	Cellular component	0.0296
Nucleocapsid Protein	messenger ribonucleoprotein complex	Cellular component	0.035
Nucleocapsid Protein	recycling endosome	Cellular component	0.0368
Nucleocapsid Protein	host cell nucleus	Cellular component	0.0381
Nucleocapsid Protein	rough endoplasmic reticulum	Cellular component	0.0406
Nucleocapsid Protein	chromosome	Cellular component	0.0422
Nucleocapsid Protein	cytoplasmic mRNA processing body	Cellular component	0.0433
Nucleocapsid Protein	Golgi stack	Cellular component	0.0448
Nucleocapsid Protein	intracellular organelle	Cellular component	0.0452
Nucleocapsid Protein	collagen trimer	Cellular component	0.0457
Nucleocapsid Protein	nuclear periphery	Cellular component	0.0466
Nucleocapsid Protein	cytosol	Cellular component	0.0471
Nucleocapsid Protein	nuclear body	Cellular component	0.0473
Nucleocapsid Protein	cell periphery	Cellular component	0.0486
Nucleocapsid Protein	membrane region	Cellular component	0.0492
Nucleocapsid Protein	interphotoreceptor matrix	Cellular component	0.051
Nucleocapsid Protein	cell surface	Cellular component	0.0537
Nucleocapsid Protein	endosome	Cellular component	0.0626
Nucleocapsid Protein	actin cytoskeleton	Cellular component	0.0668
Nucleocapsid Protein	cytoplasmic stress granule	Cellular component	0.0706
Nucleocapsid Protein	nuclear envelope lumen	Cellular component	0.0767
Nucleocapsid Protein	filamentous actin	Cellular component	0.0844
Nucleocapsid Protein	extracellular matrix	Cellular component	0.0867
Nucleocapsid Protein	host cell cytoplasm	Cellular component	0.0883
Nucleocapsid Protein	nuclear speck	Cellular component	0.0931
Nucleocapsid Protein	host cell surface	Cellular component	0.0938
Nucleocapsid Protein	ribosome	Cellular component	0.103
Nucleocapsid Protein	extrinsic component of membrane	Cellular component	0.103
Nucleocapsid Protein	germ plasm	Cellular component	0.104
Nucleocapsid Protein	cytoskeleton	Cellular component	0.108
Nucleocapsid Protein	sarcoplasm	Cellular component	0.136
Nucleocapsid Protein	cell-cell junction	Cellular component	0.142
Nucleocapsid Protein	microtubule organizing center	Cellular component	0.143
Nucleocapsid Protein	smooth endoplasmic reticulum	Cellular component	0.144
Nucleocapsid Protein	contact site	Cellular component	0.166
Nucleocapsid Protein	perikaryon	Cellular component	0.171
Nucleocapsid Protein	chromosomal region	Cellular component	0.173
Nucleocapsid Protein	nucleoid	Cellular component	0.183
Nucleocapsid Protein	endoplasmic reticulum lumen	Cellular component	0.193
Nucleocapsid Protein	cell wall	Cellular component	0.221
Nucleocapsid Protein	collagen type VI trimer	Cellular component	0.232
Nucleocapsid Protein	chromatin	Cellular component	0.236
Nucleocapsid Protein	caveola	Cellular component	0.24
Nucleocapsid Protein	microtubule cytoskeleton	Cellular component	0.245
Nucleocapsid Protein	RISC complex	Cellular component	0.279
Nucleocapsid Protein	cell cortex	Cellular component	0.294
Nucleocapsid Protein	extracellular space	Cellular component	0.3
Nucleocapsid Protein	eukaryotic translation initiation factor 2 complex	Cellular component	0.328
Nucleocapsid Protein	nuclear lamina	Cellular component	0.335
Nucleocapsid Protein	capsule	Cellular component	0.357
Nucleocapsid Protein	signal recognition particle	Cellular component	0.374
Nucleocapsid Protein	apical plasma membrane	Cellular component	0.376
Nucleocapsid Protein	protein-DNA complex	Cellular component	0.408
Nucleocapsid Protein	mitochondrion	Cellular component	0.423
Nucleocapsid Protein	cellular_component	Cellular component	0.501
Nucleocapsid Protein	nuclear chromatin	Cellular component	0.541
Nucleocapsid Protein	stress fiber	Cellular component	0.567
Nucleocapsid Protein	organelle	Cellular component	0.609
Nucleocapsid Protein	mitochondrial membrane	Cellular component	0.671
Nucleocapsid Protein	mucus layer	Cellular component	0.785
Nucleocapsid Protein	membrane raft	Cellular component	0.82
Nucleocapsid Protein	synapse	Cellular component	0.919
Nucleocapsid Protein	outer membrane	Cellular component	0.971
Nucleocapsid Protein	vesicle	Cellular component	1.0
Nucleocapsid Protein	microtubule	Cellular component	1.0
Nucleocapsid Protein	neuromuscular junction	Cellular component	1.0
Nucleocapsid Protein	collagen type IV trimer	Cellular component	1.0
